cost of the tasks of instance (4),total usage of resource (macchinario) in percentage,cost of the tasks of instance (6),cost of the tasks of instance (3),Total costs of resource (macchinario),Total costs of resource (res1),cost of the tasks of instance (1),cost of the tasks of instance (2),total usage of resource (res1) in percentage,cost of the tasks of instance (5)
1.0,8.7,1.0,0.0,0.4,0.1,0.0,0.0,20.3,1.0
